Date,Close,High,Low,Open,Volume
,SPY,SPY,SPY,SPY,SPY
2020-07-09,290.2629699707031,292.7743117239406,286.8467968189116,292.5342480887873,83354200
2020-07-10,293.2265319824219,293.49429293476067,288.7670709526723,290.19815363911744,57550400
2020-07-13,290.6875915527344,297.9538536311134,290.0320658619064,295.5717862583092,102997500
2020-07-14,294.4545593261719,295.23011664805574,288.0654039937912,289.2656652398442,93657000
2020-07-15,297.1598205566406,298.2585339487308,294.777725167758,297.6768588380392,87196500
2020-07-16,296.1811218261719,296.6335232521369,294.61152330631586,295.2578352089557,54622500
2020-07-17,297.0397644042969,297.8245636451662,295.2116468030746,297.18749364064047,62774900
2020-07-20,299.44036865234375,300.18822867354294,296.024196371045,296.77205639224417,56308800
2020-07-21,300.0773010253906,301.84999501136986,299.0893778836988,301.40683560310646,57292200
2020-07-22,301.78546142578125,302.09940368262994,299.6065184526506,299.7173083426101,57792900
2020-07-23,298.18463134765625,302.1270831480681,296.8181852176336,301.42537631818345,75738000
2020-07-24,296.2642517089844,297.28908645899844,294.75928982435465,296.32888854271727,73766600
2020-07-27,298.4247131347656,298.60013985296814,296.16264956413676,296.95669073754914,48293000
2020-07-28,296.53204345703125,298.81256305317737,296.2365849092078,297.6953657023095,57495000
2020-07-29,300.17889404296875,300.7421134441049,297.3720952714355,297.40903461982157,48454200
2020-07-30,299.1079406738281,299.5234309444589,295.1193636875488,297.2059723944225,61861700
2020-07-31,301.4715270996094,301.5731032762325,296.6796674453573,300.8990939222795,84986800
2020-08-03,303.56744384765625,304.33375941571626,302.5887621937607,303.13349796893095,53077900
2020-08-04,304.7400207519531,304.7400207519531,302.7087786426871,302.7087786426871,41917900
2020-08-05,306.63262939453125,306.89117663308355,305.77397981436104,306.0417407568155,42697700
2020-08-06,308.68243408203125,308.8024658628492,305.72793350897297,306.05108949352723,43679400
2020-08-07,308.9040832519531,309.19029991678093,306.8082041028539,307.71303534498963,57308300
2020-08-10,309.8273010253906,310.0119414454086,307.4175082706169,309.356415827872,44282100
2020-08-11,307.269775390625,311.64617312266336,306.5403992490115,311.00910310173,69601100
2020-08-12,311.5538635253906,312.3294209653016,309.67959266815404,309.70729014184826,53774400
2020-08-13,310.9906311035156,312.3017105491452,310.0673444500074,310.78750691268493,41816100
2020-08-14,310.9999084472656,311.5354305461862,309.87349747449144,310.6029019033432,47260400
2020-08-17,311.98779296875,312.3847994629521,311.0091113811264,312.0154904409857,35481000
2020-08-18,312.66180419921875,313.0865081681524,310.7875052531915,312.38480129876183,38733900
2020-08-19,311.3599548339844,313.5573533060185,310.79673534794836,313.04031505654325,68054200
2020-08-20,312.32940673828125,312.8095056526026,309.5041518442734,309.6333973234677,42207800
2020-08-21,313.4373779296875,313.6589577204171,311.65541319099066,311.99705293699736,55106600
2020-08-24,316.6133728027344,316.68722331431815,313.40956798791876,315.87472680457785,48588700
2020-08-25,317.721435546875,317.8045279741512,316.0133494044836,317.1766997393025,38463400
2020-08-26,320.90673828125,321.1744711148294,317.76756939870836,318.3123051250386,50790200
2020-08-27,321.60845947265625,323.0580264245903,319.9465546023267,321.7746725008695,58034100
2020-08-28,323.6858215332031,323.81509518897934,321.4422417348515,322.6332894034035,48588900
2020-08-31,322.5132751464844,324.35060666428654,322.28245347132435,323.4735012045628,66099200
2020-09-01,325.5508117675781,325.652359753579,322.4485546070109,323.3441436011947,54908700
2020-09-02,330.2596130371094,331.2290526523332,326.31716140186785,327.46205589368293,69540000
2020-09-03,318.8939514160156,329.0408614690771,316.3087321994255,328.5699763174422,148011100
2020-09-04,316.2903137207031,321.14678232846006,309.1809952615708,319.5772119329768,139156300
2020-09-08,307.6483154296875,316.35492934972956,307.34364325395643,310.87981848066687,114465300
2020-09-09,313.72357177734375,316.1887312996784,310.78749888094603,311.65539056693245,91462300
2020-09-10,308.2762145996094,316.2533971603592,307.3159885272084,315.5978714825398,90569500
2020-09-11,308.43316650390625,311.11993430191217,305.6079113300187,310.05816018485217,84680200
2020-09-14,312.49554443359375,314.26826693128163,308.58081864580447,311.5999553914097,65605700
2020-09-15,314.0744323730469,315.78249013570075,312.504833796234,314.9515377853473,52920900
